1.800000	0.000000	0.000000	0.000000	-123.059139	-317.205767	-317.205767
1.856539	0.000000	0.000000	0.000000	-120.154262	-317.205767	-317.205767
1.913023	0.000000	0.000000	0.000000	-114.087373	-317.205767	-317.205767
1.969395	0.000000	0.000000	0.000000	-109.364174	-317.205767	-317.205767
2.025600	0.000000	0.000000	0.000000	-105.829992	-317.205767	-317.205767
2.081582	0.000000	0.000000	0.000000	-102.661217	-317.205767	-317.205767
2.137286	0.000000	0.000000	0.000000	-100.207785	-317.205767	-317.205767
2.192658	0.000000	0.000000	0.000000	-98.282160	-317.205767	-317.205767
2.247642	0.000000	0.000000	0.000000	-97.269081	-317.205767	-317.205767
2.302184	0.000000	0.000000	0.000000	-96.155467	-317.205767	-317.205767
2.356231	0.000000	0.000000	0.000000	-95.393724	-317.205767	-317.205767
2.409728	0.000000	0.000000	0.000000	-94.514046	-317.205767	-317.205767
2.462624	0.000000	0.000000	0.000000	-93.777437	-317.205767	-317.205767
2.514866	0.000000	0.000000	0.000000	-92.915160	-317.205767	-317.205767
2.566403	0.000000	0.000000	0.000000	-92.068349	-317.205767	-317.205767
2.617183	0.000000	0.000000	0.000000	-91.180939	-317.205767	-317.205767
2.667157	0.000000	0.000000	0.000000	-90.506197	-317.205767	-317.205767
2.716275	0.000000	0.000000	0.000000	-89.785055	-317.205767	-317.205767
2.764488	0.000000	0.000000	0.000000	-89.075513	-317.205767	-317.205767
2.811750	0.000000	0.000000	0.000000	-88.219037	-317.205767	-317.205767
2.858013	0.000000	0.000000	0.000000	-87.610029	-317.205767	-317.205767
2.903233	0.000000	0.000000	0.000000	-86.685885	-317.205767	-317.205767
2.947363	0.000000	0.000000	0.000000	-86.071078	-317.205767	-317.205767
2.990361	0.000000	0.000000	0.000000	-85.348003	-317.205767	-317.205767
3.032185	0.000000	0.000000	0.000000	-84.624928	-317.205767	-317.205767
3.072792	0.000000	0.000000	0.000000	-84.039121	-317.205767	-317.205767
3.112144	0.000000	0.000000	0.000000	-83.372114	-317.205767	-317.205767
3.150200	0.000000	0.000000	0.000000	-82.681906	-317.205767	-317.205767
3.186924	0.000000	0.000000	0.000000	-82.250768	-317.205767	-317.205767
3.222279	0.000000	0.000000	0.000000	-81.527693	-317.205767	-317.205767
3.256231	0.000000	0.000000	0.000000	-81.069488	-317.205767	-317.205767
3.288745	0.000000	0.000000	0.000000	-80.365746	-317.205767	-317.205767
3.319790	0.000000	0.000000	0.000000	-79.969409	-317.205767	-317.205767
3.349336	0.000000	0.000000	0.000000	-79.288868	-317.205767	-317.205767
3.377352	0.000000	0.000000	0.000000	-78.975664	-317.205767	-317.205767
3.403812	0.000000	0.000000	0.000000	-78.358924	-317.205767	-317.205767
3.428689	0.000000	0.000000	0.000000	-78.153988	-317.205767	-317.205767
3.451958	0.000000	0.000000	0.000000	-77.496648	-317.205767	-317.205767
3.473598	0.000000	0.000000	0.000000	-77.330379	-317.205767	-317.205767
3.493585	0.000000	0.000000	0.000000	-76.779373	-317.205767	-317.205767
3.511902	0.000000	0.000000	0.000000	-76.491304	-317.205767	-317.205767
3.528529	0.000000	0.000000	0.000000	-76.154900	-317.205767	-317.205767
3.543450	0.000000	0.000000	0.000000	-75.922897	-317.205767	-317.205767
3.556650	0.000000	0.000000	0.000000	-75.534293	-317.205767	-317.205767
3.568117	0.000000	0.000000	0.000000	-75.217223	-317.205767	-317.205767
3.577839	0.000000	0.000000	0.000000	-75.054821	-317.205767	-317.205767
3.585806	0.000000	0.000000	0.000000	-74.907886	-317.205767	-317.205767
3.592012	0.000000	0.000000	0.000000	-74.741618	-317.205767	-317.205767
3.596448	0.000000	0.000000	0.000000	-74.726151	-317.205767	-317.205767
3.599112	0.000000	0.000000	0.000000	-74.385881	-317.205767	-317.205767
3.600000	0.000000	0.000000	0.000000	-74.474815	-317.205767	-317.205767
3.599112	0.000000	0.000000	0.000000	-74.322080	-317.205767	-317.205767
3.596448	0.000000	0.000000	0.000000	-74.298880	-317.205767	-317.205767
3.592012	0.000000	0.000000	0.000000	-74.198346	-317.205767	-317.205767
3.585806	0.000000	0.000000	0.000000	-74.252479	-317.205767	-317.205767
3.577839	0.000000	0.000000	0.000000	-74.184812	-317.205767	-317.205767
3.568117	0.000000	0.000000	0.000000	-74.295013	-317.205767	-317.205767
3.556650	0.000000	0.000000	0.000000	-74.215746	-317.205767	-317.205767
3.543450	0.000000	0.000000	0.000000	-74.258279	-317.205767	-317.205767
3.528529	0.000000	0.000000	0.000000	-74.308547	-317.205767	-317.205767
3.511902	0.000000	0.000000	0.000000	-74.476749	-317.205767	-317.205767
3.493585	0.000000	0.000000	0.000000	-74.598550	-317.205767	-317.205767
3.473598	0.000000	0.000000	0.000000	-74.890486	-317.205767	-317.205767
3.451958	0.000000	0.000000	0.000000	-74.818952	-317.205767	-317.205767
3.428689	0.000000	0.000000	0.000000	-74.989087	-317.205767	-317.205767
3.403812	0.000000	0.000000	0.000000	-75.236557	-317.205767	-317.205767
3.377352	0.000000	0.000000	0.000000	-75.358358	-317.205767	-317.205767
3.349336	0.000000	0.000000	0.000000	-75.557493	-317.205767	-317.205767
3.319790	0.000000	0.000000	0.000000	-75.808830	-317.205767	-317.205767
3.288745	0.000000	0.000000	0.000000	-76.029232	-317.205767	-317.205767
3.256231	0.000000	0.000000	0.000000	-76.294101	-317.205767	-317.205767
3.222279	0.000000	0.000000	0.000000	-76.514504	-317.205767	-317.205767
3.186924	0.000000	0.000000	0.000000	-76.823841	-317.205767	-317.205767
3.150200	0.000000	0.000000	0.000000	-77.148644	-317.205767	-317.205767
3.112144	0.000000	0.000000	0.000000	-77.481181	-317.205767	-317.205767
3.072792	0.000000	0.000000	0.000000	-77.771184	-317.205767	-317.205767
3.032185	0.000000	0.000000	0.000000	-78.045721	-317.205767	-317.205767
